	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_3710393-exonerate_est2genome-gene-0.3-mRNA-1	RecName: Full=Serine/threonine-protein kinase BSK1; AltName: Full=Brassinosteroid-signaling kinase 1	75	12	1.18666E-44	91.31	15	P:GO:0006468; P:GO:0009737; P:GO:0010098; P:GO:0042742; P:GO:0045087; P:GO:0050832; P:GO:0080159; P:GO:1900459; P:GO:1902533; F:GO:0004674; F:GO:0004712; F:GO:0005515; F:GO:0005524; F:GO:0106310; C:GO:0009898	P:protein phosphorylation; P:response to abscisic acid; P:suspensor development; P:defense response to bacterium; P:innate immune response; P:defense response to fungus; P:zygote elongation; P:positive regulation of brassinosteroid mediated signaling pathway; P:positive regulation of intracellular signal transduction; F:protein serine/threonine kinase activity; F:protein serine/threonine/tyrosine kinase activity; F:protein binding; F:ATP binding; F:protein serine kinase activity; C:cytoplasmic side of plasma membrane	EC:2.7.12.1	Dual-specificity kinase	G3DSA:1.10.510.10 (GENE3D); IPR045845 (PANTHER); PTHR45863:SF22 (PANTHER); IPR000719 (PROSITE_PROFILES); IPR011009 (SUPERFAMILY)	P:GO:0006468; P:GO:0009742; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; P:brassinosteroid mediated signaling pathway; F:protein kinase activity; F:ATP binding
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.0-mRNA-4	RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1	74	18	8.63644E-38	70.17	39	P:GO:0006888; P:GO:0006911; P:GO:0007033; P:GO:0008333; P:GO:0009651; P:GO:0009737; P:GO:0010118; P:GO:0017156; P:GO:0034197; P:GO:0035493; P:GO:0043001; P:GO:0043308; P:GO:0043312; P:GO:0047496; P:GO:0048280; P:GO:0050775; P:GO:1900483; F:GO:0005484; F:GO:0019905; C:GO:0000139; C:GO:0000331; C:GO:0005765; C:GO:0005789; C:GO:0005886; C:GO:0009504; C:GO:0009986; C:GO:0030027; C:GO:0030175; C:GO:0030285; C:GO:0030667; C:GO:0031143; C:GO:0031201; C:GO:0031902; C:GO:0033263; C:GO:0043005; C:GO:0045177; C:GO:0045335; C:GO:0048471; C:GO:0098686	P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:phagocytosis, engulfment; P:vacuole organization; P:endosome to lysosome transport; P:response to salt stress; P:response to abscisic acid; P:stomatal movement; P:calcium-ion regulated exocytosis; P:triglyceride transport; P:SNARE complex assembly; P:Golgi to plasma membrane protein transport; P:eosinophil degranulation; P:neutrophil degranulation; P:vesicle transport along microtubule; P:vesicle fusion with Golgi apparatus; P:positive regulation of dendrite morphogenesis; P:regulation of protein targeting to vacuolar membrane; F:SNAP receptor activity; F:syntaxin binding; C:Golgi membrane; C:contractile vacuole; C:lysosomal membrane; C:endoplasmic reticulum membrane; C:plasma membrane; C:cell plate; C:cell surface; C:lamellipodium; C:filopodium; C:integral component of synaptic vesicle membrane; C:secretory granule membrane; C:pseudopodium; C:SNARE complex; C:late endosome membrane; C:CORVET complex; C:neuron projection; C:apical part of cell; C:phagocytic vesicle; C:perinuclear region of cytoplasm; C:hippocampal mossy fiber to CA3 synapse					
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.2-mRNA-1	RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1	74	18	2.85251E-38	70.08	39	P:GO:0006888; P:GO:0006911; P:GO:0007033; P:GO:0008333; P:GO:0009651; P:GO:0009737; P:GO:0010118; P:GO:0017156; P:GO:0034197; P:GO:0035493; P:GO:0043001; P:GO:0043308; P:GO:0043312; P:GO:0047496; P:GO:0048280; P:GO:0050775; P:GO:1900483; F:GO:0005484; F:GO:0019905; C:GO:0000139; C:GO:0000331; C:GO:0005765; C:GO:0005789; C:GO:0005886; C:GO:0009504; C:GO:0009986; C:GO:0030027; C:GO:0030175; C:GO:0030285; C:GO:0030667; C:GO:0031143; C:GO:0031201; C:GO:0031902; C:GO:0033263; C:GO:0043005; C:GO:0045177; C:GO:0045335; C:GO:0048471; C:GO:0098686	P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:phagocytosis, engulfment; P:vacuole organization; P:endosome to lysosome transport; P:response to salt stress; P:response to abscisic acid; P:stomatal movement; P:calcium-ion regulated exocytosis; P:triglyceride transport; P:SNARE complex assembly; P:Golgi to plasma membrane protein transport; P:eosinophil degranulation; P:neutrophil degranulation; P:vesicle transport along microtubule; P:vesicle fusion with Golgi apparatus; P:positive regulation of dendrite morphogenesis; P:regulation of protein targeting to vacuolar membrane; F:SNAP receptor activity; F:syntaxin binding; C:Golgi membrane; C:contractile vacuole; C:lysosomal membrane; C:endoplasmic reticulum membrane; C:plasma membrane; C:cell plate; C:cell surface; C:lamellipodium; C:filopodium; C:integral component of synaptic vesicle membrane; C:secretory granule membrane; C:pseudopodium; C:SNARE complex; C:late endosome membrane; C:CORVET complex; C:neuron projection; C:apical part of cell; C:phagocytic vesicle; C:perinuclear region of cytoplasm; C:hippocampal mossy fiber to CA3 synapse					
true	[NO-BLAST]	maker-Scaffold_23621_SNP_2202981-exonerate_est2genome-gene-0.1-mRNA-1	---NA---	68											
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_28087_SNP_43758310-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=ABC transporter G family member 1; Short=ABC transporter ABCG.1; Short=PhABCG1	65	6	3.02739E-29	79.23	23	P:GO:0009611; P:GO:0009651; P:GO:0009737; P:GO:0010025; P:GO:0010222; P:GO:0010345; P:GO:0010588; P:GO:0010597; P:GO:0015908; P:GO:0042335; P:GO:0051607; P:GO:0055085; P:GO:0080051; P:GO:0080172; P:GO:0140352; F:GO:0005524; F:GO:0015245; F:GO:0015562; F:GO:0042803; F:GO:0140359; C:GO:0005783; C:GO:0009897; C:GO:0016021	P:response to wounding; P:response to salt stress; P:response to abscisic acid; P:wax biosynthetic process; P:stem vascular tissue pattern formation; P:suberin biosynthetic process; P:cotyledon vascular tissue pattern formation; P:green leaf volatile biosynthetic process; P:fatty acid transport; P:cuticle development; P:defense response to virus; P:transmembrane transport; P:cutin transport; P:petal epidermis patterning; P:export from cell; F:ATP binding; F:fatty acid transmembrane transporter activity; F:efflux transmembrane transporter activity; F:protein homodimerization activity; F:ABC-type transporter activity; C:endoplasmic reticulum; C:external side of plasma membrane; C:integral component of membrane	EC:7	Translocases			
true	[NO-BLAST]	maker-Scaffold_56543_SNP_14798389-exonerate_est2genome-gene-0.0-mRNA-1	---NA---	62											
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.5-mRNA-1	RecName: Full=Receptor-like protein Cf-9 homolog; Flags: Precursor	58	20	2.3674E-11	62.2	39	P:GO:0001558; P:GO:0002238; P:GO:0009556; P:GO:0009611; P:GO:0009651; P:GO:0009664; P:GO:0009729; P:GO:0009742; P:GO:0009753; P:GO:0009944; P:GO:0009965; P:GO:0010078; P:GO:0010082; P:GO:0010087; P:GO:0010103; P:GO:0010148; P:GO:0010152; P:GO:0010555; P:GO:0016310; P:GO:0030155; P:GO:0042742; P:GO:0044238; P:GO:0045087; P:GO:0048281; P:GO:0050832; P:GO:0051302; P:GO:0070370; P:GO:1901564; P:GO:1905421; P:GO:2000280; F:GO:0001653; F:GO:0004383; F:GO:0004674; F:GO:0019199; F:GO:0033612; F:GO:0042277; F:GO:0042803; C:GO:0005886; C:GO:0043231	P:regulation of cell growth; P:response to molecule of fungal origin; P:microsporogenesis; P:response to wounding; P:response to salt stress; P:plant-type cell wall organization; P:detection of brassinosteroid stimulus; P:brassinosteroid mediated signaling pathway; P:response to jasmonic acid; P:polarity specification of adaxial/abaxial axis; P:leaf morphogenesis; P:maintenance of root meristem identity; P:regulation of root meristem growth; P:phloem or xylem histogenesis; P:stomatal complex morphogenesis; P:transpiration; P:pollen maturation; P:response to mannitol; P:phosphorylation; P:regulation of cell adhesion; P:defense response to bacterium; P:primary metabolic process; P:innate immune response; P:inflorescence morphogenesis; P:defense response to fungus; P:regulation of cell division; P:cellular heat acclimation; P:organonitrogen compound metabolic process; P:regulation of plant organ morphogenesis; P:regulation of root development; F:peptide receptor activity; F:guanylate cyclase activity; F:protein serine/threonine kinase activity; F:transmembrane receptor protein kinase activity; F:receptor serine/threonine kinase binding; F:peptide binding; F:protein homodimerization activity; C:plasma membrane; C:intracellular membrane-bounded organelle	EC:2.7.1; EC:4.6.1.2	Transferring phosphorus-containing groups; Guanylate cyclase			
true	[NO-BLAST]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.1-mRNA-2	---NA---	55											
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.0-mRNA-5	RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1	51	20	1.73217E-28	75.94	51	P:GO:0000226; P:GO:0006888; P:GO:0006911; P:GO:0007033; P:GO:0008333; P:GO:0009651; P:GO:0009737; P:GO:0010118; P:GO:0016189; P:GO:0017156; P:GO:0034197; P:GO:0035493; P:GO:0042996; P:GO:0043308; P:GO:0043312; P:GO:0043320; P:GO:0047496; P:GO:0048280; P:GO:0050775; P:GO:0071346; P:GO:0090161; P:GO:1900242; P:GO:1900483; P:GO:1901998; P:GO:1903595; F:GO:0005484; F:GO:0019905; C:GO:0000139; C:GO:0000331; C:GO:0005789; C:GO:0005886; C:GO:0009504; C:GO:0009986; C:GO:0030027; C:GO:0030175; C:GO:0030285; C:GO:0030669; C:GO:0031091; C:GO:0031143; C:GO:0031201; C:GO:0031901; C:GO:0031902; C:GO:0032588; C:GO:0033263; C:GO:0035577; C:GO:0043005; C:GO:0045177; C:GO:0045335; C:GO:0048471; C:GO:0098686; C:GO:0099067	P:microtubule cytoskeleton organization; P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:phagocytosis, engulfment; P:vacuole organization; P:endosome to lysosome transport; P:response to salt stress; P:response to abscisic acid; P:stomatal movement; P:synaptic vesicle to endosome fusion; P:calcium-ion regulated exocytosis; P:triglyceride transport; P:SNARE complex assembly; P:regulation of Golgi to plasma membrane protein transport; P:eosinophil degranulation; P:neutrophil degranulation; P:natural killer cell degranulation; P:vesicle transport along microtubule; P:vesicle fusion with Golgi apparatus; P:positive regulation of dendrite morphogenesis; P:cellular response to interferon-gamma; P:Golgi ribbon formation; P:regulation of synaptic vesicle endocytosis; P:regulation of protein targeting to vacuolar membrane; P:toxin transport; P:positive regulation of histamine secretion by mast cell; F:SNAP receptor activity; F:syntaxin binding; C:Golgi membrane; C:contractile vacuole; C:endoplasmic reticulum membrane; C:plasma membrane; C:cell plate; C:cell surface; C:lamellipodium; C:filopodium; C:integral component of synaptic vesicle membrane; C:clathrin-coated endocytic vesicle membrane; C:platelet alpha granule; C:pseudopodium; C:SNARE complex; C:early endosome membrane; C:late endosome membrane; C:trans-Golgi network membrane; C:CORVET complex; C:azurophil granule membrane; C:neuron projection; C:apical part of cell; C:phagocytic vesicle; C:perinuclear region of cytoplasm; C:hippocampal mossy fiber to CA3 synapse; C:integral component of presynaptic endosome membrane					
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.4-mRNA-4	RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor	47	20	2.31304E-24	81.79	13	P:GO:0000963; P:GO:0006397; P:GO:0016554; P:GO:0031425; P:GO:0080156; P:GO:0090305; P:GO:1900871; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:mitochondrial RNA processing; P:mRNA processing; P:cytidine to uridine editing; P:chloroplast RNA processing; P:mitochondrial mRNA modification; P:nucleic acid phosphodiester bond hydrolysis; P:chloroplast mRNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds			
true	[NO-BLAST]	maker-Scaffold_62540_SNP_1173139-exonerate_est2genome-gene-0.0-mRNA-1	---NA---	46											
true	[NO-BLAST]	maker-Scaffold_61305_SNP_2136144-exonerate_est2genome-gene-0.0-mRNA-1	---NA---	35											
true	[NO-BLAST]	maker-Scaffold_62942_SNP_1452977-exonerate_protein2genome-gene-0.1-mRNA-1	---NA---	27											
true	[NO-BLAST]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.0-mRNA-3	---NA---	14											
true	[NO-BLAST]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.1-mRNA-3	---NA---	9											
true	[NO-BLAST]	maker-Scaffold_23621_SNP_2202981-exonerate_protein2genome-gene-0.1-mRNA-3	---NA---	6											
true	[NO-BLAST]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.3-mRNA-1	---NA---	2											
